id,slug,name_en,name_local,type,subtype,country,region,currency,domain,logo_clearbit,logo_brandfetch,logo_svgl,brand_color,swift_bic,notes
115,AxisBank,Axis Bank,Axis Bank,bank,commercial_bank,India,South Asia,INR,axisbank.com,https://logo.clearbit.com/axisbank.com,https://cdn.brandfetch.io/axisbank.com/w/200/h/200,,#800000,AXISINBB,
116,KotakBank,Kotak Mahindra Bank,Kotak Bank,bank,commercial_bank,India,South Asia,INR,kotak.com,https://logo.clearbit.com/kotak.com,https://cdn.brandfetch.io/kotak.com/w/200/h/200,,#ED1C24,KKBKINBB,
117,PNB,Punjab National Bank,पंजाब नेशनल बैंक,bank,commercial_bank,India,South Asia,INR,pnbindia.in,https://logo.clearbit.com/pnbindia.in,https://cdn.brandfetch.io/pnbindia.in/w/200/h/200,,#003087,PUNBINBB,
118,BankOfBaroda,Bank of Baroda,बैंक ऑफ बड़ौदा,bank,commercial_bank,India,South Asia,INR,bankofbaroda.in,https://logo.clearbit.com/bankofbaroda.in,https://cdn.brandfetch.io/bankofbaroda.in/w/200/h/200,,#F7941D,BARBINBB,
119,CanaraBank,Canara Bank,केनरा बैंक,bank,commercial_bank,India,South Asia,INR,canarabank.com,https://logo.clearbit.com/canarabank.com,https://cdn.brandfetch.io/canarabank.com/w/200/h/200,,#003DA5,CNRBINBB,
120,IndusIndBank,IndusInd Bank,IndusInd Bank,bank,commercial_bank,India,South Asia,INR,indusind.com,https://logo.clearbit.com/indusind.com,https://cdn.brandfetch.io/indusind.com/w/200/h/200,,#EE1C25,INDBINBB,
121,YESBank,YES Bank,YES Bank,bank,commercial_bank,India,South Asia,INR,yesbank.in,https://logo.clearbit.com/yesbank.in,https://cdn.brandfetch.io/yesbank.in/w/200/h/200,,#00407A,YESBINBB,
122,IDFCFirst,IDFC First Bank,IDFC FIRST Bank,bank,commercial_bank,India,South Asia,INR,idfcfirstbank.com,https://logo.clearbit.com/idfcfirstbank.com,https://cdn.brandfetch.io/idfcfirstbank.com/w/200/h/200,,#97144D,IDFBINBB,
123,Jupiter,Jupiter Money,Jupiter,bank,neobank,India,South Asia,INR,jupiter.money,https://logo.clearbit.com/jupiter.money,https://cdn.brandfetch.io/jupiter.money/w/200/h/200,,#5A31F4,,Indian neobank
124,DBS,DBS Bank,DBS Bank,bank,commercial_bank,Singapore,Southeast Asia,SGD,dbs.com,https://logo.clearbit.com/dbs.com,https://cdn.brandfetch.io/dbs.com/w/200/h/200,,#DD0000,DBSSSGSG,Singapore's largest bank
125,OCBC,OCBC Bank,OCBC Bank,bank,commercial_bank,Singapore,Southeast Asia,SGD,ocbc.com,https://logo.clearbit.com/ocbc.com,https://cdn.brandfetch.io/ocbc.com/w/200/h/200,,#FF0000,OCBCSGSG,
126,UOB,UOB,United Overseas Bank,bank,commercial_bank,Singapore,Southeast Asia,SGD,uobgroup.com,https://logo.clearbit.com/uobgroup.com,https://cdn.brandfetch.io/uobgroup.com/w/200/h/200,,#005BAC,UOVBSGSG,
127,Maybank,Maybank,Malayan Banking Berhad,bank,commercial_bank,Malaysia,Southeast Asia,MYR,maybank.com,https://logo.clearbit.com/maybank.com,https://cdn.brandfetch.io/maybank.com/w/200/h/200,,#FFD100,MBBEMYKL,Largest Malaysian bank
128,CIMB,CIMB Bank,CIMB Group,bank,commercial_bank,Malaysia,Southeast Asia,MYR,cimb.com,https://logo.clearbit.com/cimb.com,https://cdn.brandfetch.io/cimb.com/w/200/h/200,,#C5192D,CIBBMYKL,
129,PublicBank,Public Bank,Public Bank Berhad,bank,commercial_bank,Malaysia,Southeast Asia,MYR,publicbankgroup.com,https://logo.clearbit.com/publicbankgroup.com,https://cdn.brandfetch.io/publicbankgroup.com/w/200/h/200,,#005BAC,PBBEMYKL,
130,RHB,RHB Bank,RHB Banking Group,bank,commercial_bank,Malaysia,Southeast Asia,MYR,rhbgroup.com,https://logo.clearbit.com/rhbgroup.com,https://cdn.brandfetch.io/rhbgroup.com/w/200/h/200,,#004A97,RHBBMYKL,
131,HongLeong,Hong Leong Bank,Hong Leong Bank Berhad,bank,commercial_bank,Malaysia,Southeast Asia,MYR,hlb.com.my,https://logo.clearbit.com/hlb.com.my,https://cdn.brandfetch.io/hlb.com.my/w/200/h/200,,#0072BC,HLBBMYKL,
132,AmBank,AmBank,AmBank Group,bank,commercial_bank,Malaysia,Southeast Asia,MYR,ambankgroup.com,https://logo.clearbit.com/ambankgroup.com,https://cdn.brandfetch.io/ambankgroup.com/w/200/h/200,,#E21328,ARBKMYKL,
133,AffinBank,Affin Bank,Affin Bank Berhad,bank,commercial_bank,Malaysia,Southeast Asia,MYR,affin.com.my,https://logo.clearbit.com/affin.com.my,https://cdn.brandfetch.io/affin.com.my/w/200/h/200,,#E0251B,PHBMMYKL,
134,AllianceBank,Alliance Bank,Alliance Bank Malaysia,bank,commercial_bank,Malaysia,Southeast Asia,MYR,alliancebank.com.my,https://logo.clearbit.com/alliancebank.com.my,https://cdn.brandfetch.io/alliancebank.com.my/w/200/h/200,,#0060AF,MFBBMYKL,
135,HangSeng,Hang Seng Bank,恒生銀行,bank,commercial_bank,Hong Kong,East Asia,HKD,hangseng.com,https://logo.clearbit.com/hangseng.com,https://cdn.brandfetch.io/hangseng.com/w/200/h/200,,#009A44,HASEHKHH,HSBC subsidiary
136,BOCHK,Bank of China HK,中國銀行（香港）,bank,commercial_bank,Hong Kong,East Asia,HKD,bochk.com,https://logo.clearbit.com/bochk.com,https://cdn.brandfetch.io/bochk.com/w/200/h/200,,#C8161D,BKCHHKHH,
137,BankEastAsia,Bank of East Asia,東亞銀行,bank,commercial_bank,Hong Kong,East Asia,HKD,hkbea.com,https://logo.clearbit.com/hkbea.com,https://cdn.brandfetch.io/hkbea.com/w/200/h/200,,#3A6B35,BEASHKHH,
138,DahSing,Dah Sing Bank,大新銀行,bank,commercial_bank,Hong Kong,East Asia,HKD,dahsing.com,https://logo.clearbit.com/dahsing.com,https://cdn.brandfetch.io/dahsing.com/w/200/h/200,,#CD1409,DSBAHKHH,
139,Mox,Mox Bank,Mox Bank,bank,neobank,Hong Kong,East Asia,HKD,mox.com,https://logo.clearbit.com/mox.com,https://cdn.brandfetch.io/mox.com/w/200/h/200,,#CC0000,,Virtual bank by Standard Chartered
140,CathayUnitedBank,Cathay United Bank,國泰世華銀行,bank,commercial_bank,Taiwan,East Asia,TWD,cathaybk.com.tw,https://logo.clearbit.com/cathaybk.com.tw,https://cdn.brandfetch.io/cathaybk.com.tw/w/200/h/200,,#006B3F,CATBTWTX,
141,TaipeiFubon,Taipei Fubon Bank,台北富邦銀行,bank,commercial_bank,Taiwan,East Asia,TWD,fubon.com,https://logo.clearbit.com/fubon.com,https://cdn.brandfetch.io/fubon.com/w/200/h/200,,#E60028,FUBBTWTX,
142,CTBC,CTBC Bank,中國信託商業銀行,bank,commercial_bank,Taiwan,East Asia,TWD,ctbc.com,https://logo.clearbit.com/ctbc.com,https://cdn.brandfetch.io/ctbc.com/w/200/h/200,,#003DA5,CTCBTWTP,
143,ESunBank,E.SUN Bank,玉山銀行,bank,commercial_bank,Taiwan,East Asia,TWD,esunbank.com.tw,https://logo.clearbit.com/esunbank.com.tw,https://cdn.brandfetch.io/esunbank.com.tw/w/200/h/200,,#005BAC,ESUNTWTX,
144,MegaBank,Mega Bank,兆豐國際商業銀行,bank,commercial_bank,Taiwan,East Asia,TWD,megabank.com.tw,https://logo.clearbit.com/megabank.com.tw,https://cdn.brandfetch.io/megabank.com.tw/w/200/h/200,,#00843D,ICBCTWTP,
145,BangkokBank,Bangkok Bank,ธนาคารกรุงเทพ,bank,commercial_bank,Thailand,Southeast Asia,THB,bangkokbank.com,https://logo.clearbit.com/bangkokbank.com,https://cdn.brandfetch.io/bangkokbank.com/w/200/h/200,,#003087,BKKBTHBK,Thailand's largest bank
146,KasikornBank,Kasikorn Bank,ธนาคารกสิกรไทย,bank,commercial_bank,Thailand,Southeast Asia,THB,kasikornbank.com,https://logo.clearbit.com/kasikornbank.com,https://cdn.brandfetch.io/kasikornbank.com/w/200/h/200,,#00843D,KASITHBK,
147,SCBThailand,Siam Commercial Bank,ธนาคารไทยพาณิชย์,bank,commercial_bank,Thailand,Southeast Asia,THB,scb.co.th,https://logo.clearbit.com/scb.co.th,https://cdn.brandfetch.io/scb.co.th/w/200/h/200,,#4E2682,SICOTHBK,
148,KrungthaiBank,Krungthai Bank,ธนาคารกรุงไทย,bank,commercial_bank,Thailand,Southeast Asia,THB,ktb.co.th,https://logo.clearbit.com/ktb.co.th,https://cdn.brandfetch.io/ktb.co.th/w/200/h/200,,#1BB7E4,KRTHTHBK,
149,TMBThanachart,TTB Bank,ธนาคารทหารไทยธนชาต,bank,commercial_bank,Thailand,Southeast Asia,THB,ttbbank.com,https://logo.clearbit.com/ttbbank.com,https://cdn.brandfetch.io/ttbbank.com/w/200/h/200,,#F27022,TMBKTHBK,Merger of TMB and Thanachart
150,BankMandiri,Bank Mandiri,Bank Mandiri,bank,commercial_bank,Indonesia,Southeast Asia,IDR,bankmandiri.co.id,https://logo.clearbit.com/bankmandiri.co.id,https://cdn.brandfetch.io/bankmandiri.co.id/w/200/h/200,,#003087,BMRIIDJA,Indonesia's largest bank
151,BCA,BCA,Bank Central Asia,bank,commercial_bank,Indonesia,Southeast Asia,IDR,bca.co.id,https://logo.clearbit.com/bca.co.id,https://cdn.brandfetch.io/bca.co.id/w/200/h/200,,#005BAC,CENAIDJA,
152,BNI,BNI,Bank Negara Indonesia,bank,commercial_bank,Indonesia,Southeast Asia,IDR,bni.co.id,https://logo.clearbit.com/bni.co.id,https://cdn.brandfetch.io/bni.co.id/w/200/h/200,,#FF7900,BNINIDJA,
153,BRI,BRI,Bank Rakyat Indonesia,bank,commercial_bank,Indonesia,Southeast Asia,IDR,bri.co.id,https://logo.clearbit.com/bri.co.id,https://cdn.brandfetch.io/bri.co.id/w/200/h/200,,#003DA5,BRINIDJA,
154,Danamon,Bank Danamon,Bank Danamon,bank,commercial_bank,Indonesia,Southeast Asia,IDR,danamon.co.id,https://logo.clearbit.com/danamon.co.id,https://cdn.brandfetch.io/danamon.co.id/w/200/h/200,,#E21328,BDMNIDJA,
155,Vietcombank,Vietcombank,Ngân hàng Vietcombank,bank,commercial_bank,Vietnam,Southeast Asia,VND,vietcombank.com.vn,https://logo.clearbit.com/vietcombank.com.vn,https://cdn.brandfetch.io/vietcombank.com.vn/w/200/h/200,,#007A3D,BFTVVNVX,
156,VietinBank,VietinBank,Ngân hàng VietinBank,bank,commercial_bank,Vietnam,Southeast Asia,VND,vietinbank.vn,https://logo.clearbit.com/vietinbank.vn,https://cdn.brandfetch.io/vietinbank.vn/w/200/h/200,,#E8003D,ICBVVNVX,
157,BIDV,BIDV,Ngân hàng BIDV,bank,commercial_bank,Vietnam,Southeast Asia,VND,bidv.com.vn,https://logo.clearbit.com/bidv.com.vn,https://cdn.brandfetch.io/bidv.com.vn/w/200/h/200,,#0066B2,BIDVVNVX,
158,BDO,BDO Unibank,BDO Unibank,bank,commercial_bank,Philippines,Southeast Asia,PHP,bdo.com.ph,https://logo.clearbit.com/bdo.com.ph,https://cdn.brandfetch.io/bdo.com.ph/w/200/h/200,,#003DA5,BNORPHMM,Largest Philippine bank
159,Metrobank,Metrobank,Metropolitan Bank & Trust,bank,commercial_bank,Philippines,Southeast Asia,PHP,metrobank.com.ph,https://logo.clearbit.com/metrobank.com.ph,https://cdn.brandfetch.io/metrobank.com.ph/w/200/h/200,,#0060A9,MBTCPHMM,
160,BPI,BPI,Bank of the Philippine Islands,bank,commercial_bank,Philippines,Southeast Asia,PHP,bpi.com.ph,https://logo.clearbit.com/bpi.com.ph,https://cdn.brandfetch.io/bpi.com.ph/w/200/h/200,,#CC0000,BOPIPHMM,
161,EmiratesNBD,Emirates NBD,Emirates NBD,bank,commercial_bank,United Arab Emirates,Middle East,AED,emiratesnbd.com,https://logo.clearbit.com/emiratesnbd.com,https://cdn.brandfetch.io/emiratesnbd.com/w/200/h/200,,#C8A951,EBILAEAD,UAE's largest bank
162,FAB,First Abu Dhabi Bank,First Abu Dhabi Bank,bank,commercial_bank,United Arab Emirates,Middle East,AED,bankfab.com,https://logo.clearbit.com/bankfab.com,https://cdn.brandfetch.io/bankfab.com/w/200/h/200,,#B8952A,NBADAEAA,
163,ADCB,Abu Dhabi Commercial Bank,ADCB,bank,commercial_bank,United Arab Emirates,Middle East,AED,adcb.com,https://logo.clearbit.com/adcb.com,https://cdn.brandfetch.io/adcb.com/w/200/h/200,,#A5192D,ADCBAEAA,
164,DIB,Dubai Islamic Bank,Dubai Islamic Bank,bank,commercial_bank,United Arab Emirates,Middle East,AED,dib.ae,https://logo.clearbit.com/dib.ae,https://cdn.brandfetch.io/dib.ae/w/200/h/200,,#006837,DUIBAEAD,World's largest Islamic bank
165,Mashreq,Mashreq Bank,Mashreq,bank,commercial_bank,United Arab Emirates,Middle East,AED,mashreqbank.com,https://logo.clearbit.com/mashreqbank.com,https://cdn.brandfetch.io/mashreqbank.com/w/200/h/200,,#E31837,BOMLAEAD,
166,AlRajhi,Al Rajhi Bank,مصرف الراجحي,bank,commercial_bank,Saudi Arabia,Middle East,SAR,alrajhibank.com.sa,https://logo.clearbit.com/alrajhibank.com.sa,https://cdn.brandfetch.io/alrajhibank.com.sa/w/200/h/200,,#006A38,RJHISARI,World's largest Islamic bank by assets
167,SNB,Saudi National Bank,البنك الأهلي السعودي,bank,commercial_bank,Saudi Arabia,Middle East,SAR,snb.com.sa,https://logo.clearbit.com/snb.com.sa,https://cdn.brandfetch.io/snb.com.sa/w/200/h/200,,#006A38,NCBKSAJE,
168,RiyadBank,Riyad Bank,بنك الرياض,bank,commercial_bank,Saudi Arabia,Middle East,SAR,riyadbank.com,https://logo.clearbit.com/riyadbank.com,https://cdn.brandfetch.io/riyadbank.com/w/200/h/200,,#006A38,RIBLSARI,
169,StandardBankSA,Standard Bank,Standard Bank Group,bank,commercial_bank,South Africa,Africa,ZAR,standardbank.co.za,https://logo.clearbit.com/standardbank.co.za,https://cdn.brandfetch.io/standardbank.co.za/w/200/h/200,,#003DA5,SBZAZAJJ,Africa's largest bank by assets
170,FNB,FNB,FirstRand Bank,bank,commercial_bank,South Africa,Africa,ZAR,fnb.co.za,https://logo.clearbit.com/fnb.co.za,https://cdn.brandfetch.io/fnb.co.za/w/200/h/200,,#1A9648,FIRNZAJJ,
171,ABSA,Absa,Absa Group,bank,commercial_bank,South Africa,Africa,ZAR,absa.co.za,https://logo.clearbit.com/absa.co.za,https://cdn.brandfetch.io/absa.co.za/w/200/h/200,,#CE0028,ABSAZAJJ,
172,EquityBank,Equity Bank,Equity Group Holdings,bank,commercial_bank,Kenya,Africa,KES,equitybankgroup.com,https://logo.clearbit.com/equitybankgroup.com,https://cdn.brandfetch.io/equitybankgroup.com/w/200/h/200,,#CC0000,EQBLKENA,
173,KCB,KCB Bank,Kenya Commercial Bank,bank,commercial_bank,Kenya,Africa,KES,kcbgroup.com,https://logo.clearbit.com/kcbgroup.com,https://cdn.brandfetch.io/kcbgroup.com/w/200/h/200,,#006A38,KCBLKENX,
174,Itau,Itaú Unibanco,Itaú Unibanco,bank,commercial_bank,Brazil,Latin America,BRL,itau.com.br,https://logo.clearbit.com/itau.com.br,https://cdn.brandfetch.io/itau.com.br/w/200/h/200,,#F7941D,ITAUBRSP,Brazil's largest private bank
175,Bradesco,Bradesco,Banco Bradesco,bank,commercial_bank,Brazil,Latin America,BRL,bradesco.com.br,https://logo.clearbit.com/bradesco.com.br,https://cdn.brandfetch.io/bradesco.com.br/w/200/h/200,,#CC0000,BBDEBRSP,
176,BancoDoBrasil,Banco do Brasil,Banco do Brasil,bank,commercial_bank,Brazil,Latin America,BRL,bb.com.br,https://logo.clearbit.com/bb.com.br,https://cdn.brandfetch.io/bb.com.br/w/200/h/200,,#003DA5,BRASBRRJBHE,
177,Nubank,Nubank,Nu Holdings,bank,neobank,Brazil,Latin America,BRL,nu.com.br,https://logo.clearbit.com/nu.com.br,https://cdn.brandfetch.io/nu.com.br/w/200/h/200,,#820AD1,,Latin America's largest neobank
178,SantanderBrasil,Santander Brasil,Banco Santander Brasil,bank,commercial_bank,Brazil,Latin America,BRL,santander.com.br,https://logo.clearbit.com/santander.com.br,https://cdn.brandfetch.io/santander.com.br/w/200/h/200,,#EC0000,BSCHBRSP,
179,BBVA,BBVA México,BBVA México,bank,commercial_bank,Mexico,Latin America,MXN,bbva.mx,https://logo.clearbit.com/bbva.mx,https://cdn.brandfetch.io/bbva.mx/w/200/h/200,,#004B87,BCMRMXMM,Mexico's largest bank
180,Banorte,Banorte,Grupo Financiero Banorte,bank,commercial_bank,Mexico,Latin America,MXN,banorte.com,https://logo.clearbit.com/banorte.com,https://cdn.brandfetch.io/banorte.com/w/200/h/200,,#0060AF,GFNOMXMM,
181,BancoGalicia,Banco Galicia,Banco de Galicia y Buenos Aires,bank,commercial_bank,Argentina,Latin America,ARS,bancogalicia.com.ar,https://logo.clearbit.com/bancogalicia.com.ar,https://cdn.brandfetch.io/bancogalicia.com.ar/w/200/h/200,,#005BAC,BGLCARBAXXX,
182,PKOBank,PKO Bank Polski,PKO Bank Polski,bank,commercial_bank,Poland,Eastern Europe,PLN,pkobp.pl,https://logo.clearbit.com/pkobp.pl,https://cdn.brandfetch.io/pkobp.pl/w/200/h/200,,#FF7900,BPKOPLPW,Poland's largest bank
183,mBank,mBank,mBank SA,bank,neobank,Poland,Eastern Europe,PLN,mbank.pl,https://logo.clearbit.com/mbank.pl,https://cdn.brandfetch.io/mbank.pl/w/200/h/200,,#E2001A,BREXPLPW,
184,Sberbank,Sberbank,Sberbank,bank,commercial_bank,Russia,Eastern Europe,RUB,sberbank.ru,https://logo.clearbit.com/sberbank.ru,https://cdn.brandfetch.io/sberbank.ru/w/200/h/200,,#1E9648,SABRRUMM,Russia's largest bank
185,VTB,VTB Bank,VTB Bank,bank,commercial_bank,Russia,Eastern Europe,RUB,vtb.ru,https://logo.clearbit.com/vtb.ru,https://cdn.brandfetch.io/vtb.ru/w/200/h/200,,#003DA5,VTBRRUMM,
186,Tinkoff,T-Bank (Tinkoff),Т-Банк,bank,neobank,Russia,Eastern Europe,RUB,tinkoff.ru,https://logo.clearbit.com/tinkoff.ru,https://cdn.brandfetch.io/tinkoff.ru/w/200/h/200,,#FFD600,TICSRUMM,Russia's leading neobank
187,ANZNZ,ANZ New Zealand,ANZ Bank New Zealand,bank,commercial_bank,New Zealand,Oceania,NZD,anz.co.nz,https://logo.clearbit.com/anz.co.nz,https://cdn.brandfetch.io/anz.co.nz/w/200/h/200,,#007DBA,ANZBNZ22,
188,ASB,ASB Bank,ASB Bank,bank,commercial_bank,New Zealand,Oceania,NZD,asb.co.nz,https://logo.clearbit.com/asb.co.nz,https://cdn.brandfetch.io/asb.co.nz/w/200/h/200,,#CC0000,ASBBNZ2A,
189,IsBankasi,İş Bankası,Türkiye İş Bankası,bank,commercial_bank,Turkey,Western Europe,TRY,isbank.com.tr,https://logo.clearbit.com/isbank.com.tr,https://cdn.brandfetch.io/isbank.com.tr/w/200/h/200,,#00843D,ISBKTRIS,Turkey's largest private bank
190,GarantiBBVA,Garanti BBVA,Garanti BBVA,bank,commercial_bank,Turkey,Western Europe,TRY,garantibbva.com.tr,https://logo.clearbit.com/garantibbva.com.tr,https://cdn.brandfetch.io/garantibbva.com.tr/w/200/h/200,,#006272,TGBATRIS,
191,Akbank,Akbank,Akbank T.A.Ş.,bank,commercial_bank,Turkey,Western Europe,TRY,akbank.com,https://logo.clearbit.com/akbank.com,https://cdn.brandfetch.io/akbank.com/w/200/h/200,,#CC0000,AKBKTRIS,
192,KBC,KBC Bank,KBC Group,bank,commercial_bank,Belgium,Western Europe,EUR,kbc.be,https://logo.clearbit.com/kbc.be,https://cdn.brandfetch.io/kbc.be/w/200/h/200,,#009640,KREDBEBB,
193,BNPParibasFortis,BNP Paribas Fortis,BNP Paribas Fortis,bank,commercial_bank,Belgium,Western Europe,EUR,bnpparibasfortis.be,https://logo.clearbit.com/bnpparibasfortis.be,https://cdn.brandfetch.io/bnpparibasfortis.be/w/200/h/200,,#009440,GEBABEBB,
194,Alipay,Alipay,支付宝,wallet,mobile_payment,China,East Asia,CNY,alipay.com,https://logo.clearbit.com/alipay.com,https://cdn.brandfetch.io/alipay.com/w/200/h/200,,#1677FF,,Ant Group; 1B+ users
195,WeChatPay,WeChat Pay,微信支付,wallet,mobile_payment,China,East Asia,CNY,pay.weixin.qq.com,https://logo.clearbit.com/pay.weixin.qq.com,https://cdn.brandfetch.io/pay.weixin.qq.com/w/200/h/200,,#07C160,,Tencent; 900M+ users
196,UnionPayQuickPass,UnionPay QuickPass,银联云闪付,wallet,mobile_payment,China,East Asia,CNY,unionpayintl.com,https://logo.clearbit.com/unionpayintl.com,https://cdn.brandfetch.io/unionpayintl.com/w/200/h/200,,#E21328,,China UnionPay NFC & QR
197,JDPay,JD Pay,京东支付,wallet,mobile_payment,China,East Asia,CNY,jd.com,https://logo.clearbit.com/jd.com,https://cdn.brandfetch.io/jd.com/w/200/h/200,,#E1251B,,JD.com payment arm
198,MiPay,Mi Pay,小米支付,wallet,mobile_payment,China,East Asia,CNY,mi.com,https://logo.clearbit.com/mi.com,https://cdn.brandfetch.io/mi.com/w/200/h/200,,#FF6900,,Xiaomi's payment service
199,PayPal,PayPal,PayPal,wallet,p2p_payment,United States,North America,USD,paypal.com,https://logo.clearbit.com/paypal.com,https://cdn.brandfetch.io/paypal.com/w/200/h/200,https://svgl.app/library/paypal.svg,#003087,,Global leader; 400M users
200,Venmo,Venmo,Venmo,wallet,p2p_payment,United States,North America,USD,venmo.com,https://logo.clearbit.com/venmo.com,https://cdn.brandfetch.io/venmo.com/w/200/h/200,,#008CFF,,PayPal subsidiary; popular with millennials
201,CashApp,Cash App,Cash App,wallet,p2p_payment,United States,North America,USD,cash.app,https://logo.clearbit.com/cash.app,https://cdn.brandfetch.io/cash.app/w/200/h/200,,#00D64F,,Block Inc.
202,Stripe,Stripe,Stripe,wallet,payment_gateway,United States,North America,USD,stripe.com,https://logo.clearbit.com/stripe.com,https://cdn.brandfetch.io/stripe.com/w/200/h/200,https://svgl.app/library/stripe.svg,#635BFF,,Developer-first payments
203,ApplePay,Apple Pay,Apple Pay,wallet,mobile_payment,United States,North America,USD,apple.com,https://logo.clearbit.com/apple.com,https://cdn.brandfetch.io/apple.com/w/200/h/200,,#000000,,NFC-based; 500M+ users
204,GooglePay,Google Pay,Google Pay,wallet,mobile_payment,United States,North America,USD,pay.google.com,https://logo.clearbit.com/pay.google.com,https://cdn.brandfetch.io/pay.google.com/w/200/h/200,,#4285F4,,
205,AmazonPay,Amazon Pay,Amazon Pay,wallet,payment_gateway,United States,North America,USD,pay.amazon.com,https://logo.clearbit.com/pay.amazon.com,https://cdn.brandfetch.io/pay.amazon.com/w/200/h/200,,#FF9900,,
206,Zelle,Zelle,Zelle,wallet,p2p_payment,United States,North America,USD,zellepay.com,https://logo.clearbit.com/zellepay.com,https://cdn.brandfetch.io/zellepay.com/w/200/h/200,,#6D1ED4,,Bank-backed P2P network
207,Square,Square,Block Inc.,wallet,payment_gateway,United States,North America,USD,squareup.com,https://logo.clearbit.com/squareup.com,https://cdn.brandfetch.io/squareup.com/w/200/h/200,,#3E4348,,Point-of-sale & payments
208,Klarna,Klarna,Klarna Bank AB,wallet,bnpl,United States,North America,USD,klarna.com,https://logo.clearbit.com/klarna.com,https://cdn.brandfetch.io/klarna.com/w/200/h/200,https://svgl.app/library/klarna.svg,#FFB3C7,,Swedish BNPL global
209,Afterpay,Afterpay,Afterpay,wallet,bnpl,United States,North America,USD,afterpay.com,https://logo.clearbit.com/afterpay.com,https://cdn.brandfetch.io/afterpay.com/w/200/h/200,,#B2FCE4,,Block Inc.; BNPL
210,Affirm,Affirm,Affirm Holdings,wallet,bnpl,United States,North America,USD,affirm.com,https://logo.clearbit.com/affirm.com,https://cdn.brandfetch.io/affirm.com/w/200/h/200,,#0FA0EA,,BNPL leader
211,Payoneer,Payoneer,Payoneer Global,wallet,payment_gateway,United States,North America,USD,payoneer.com,https://logo.clearbit.com/payoneer.com,https://cdn.brandfetch.io/payoneer.com/w/200/h/200,,#FF4800,,Cross-border B2B payments
212,Revolut,Revolut,Revolut Ltd,wallet,neobank,United Kingdom,Western Europe,GBP,revolut.com,https://logo.clearbit.com/revolut.com,https://cdn.brandfetch.io/revolut.com/w/200/h/200,https://svgl.app/library/revolut.svg,#191C1F,,Super-app; 40M+ users
213,Wise,Wise,Wise plc,wallet,p2p_payment,United Kingdom,Western Europe,GBP,wise.com,https://logo.clearbit.com/wise.com,https://cdn.brandfetch.io/wise.com/w/200/h/200,https://svgl.app/library/wise.svg,#9FE870,,International transfers
214,Skrill,Skrill,Skrill Ltd,wallet,p2p_payment,United Kingdom,Western Europe,GBP,skrill.com,https://logo.clearbit.com/skrill.com,https://cdn.brandfetch.io/skrill.com/w/200/h/200,,#862165,,Paysafe subsidiary
215,Neteller,Neteller,Neteller,wallet,p2p_payment,United Kingdom,Western Europe,GBP,neteller.com,https://logo.clearbit.com/neteller.com,https://cdn.brandfetch.io/neteller.com/w/200/h/200,,#013D6D,,Paysafe subsidiary
216,Paysafecard,Paysafecard,Paysafe Group,wallet,prepaid,United Kingdom,Western Europe,GBP,paysafecard.com,https://logo.clearbit.com/paysafecard.com,https://cdn.brandfetch.io/paysafecard.com/w/200/h/200,,#2272B5,,Prepaid voucher payments
217,iDEAL,iDEAL,Currence iDEAL B.V.,wallet,bank_transfer,Netherlands,Western Europe,EUR,ideal.nl,https://logo.clearbit.com/ideal.nl,https://cdn.brandfetch.io/ideal.nl/w/200/h/200,,#CC0066,,Dutch online banking standard
218,Bancontact,Bancontact,Bancontact Payconiq Company,wallet,bank_transfer,Belgium,Western Europe,EUR,bancontact.com,https://logo.clearbit.com/bancontact.com,https://cdn.brandfetch.io/bancontact.com/w/200/h/200,,#005499,,Belgian payment standard
219,Sofort,SOFORT,Klarna Bank (Sofort),wallet,bank_transfer,Germany,Western Europe,EUR,sofort.com,https://logo.clearbit.com/sofort.com,https://cdn.brandfetch.io/sofort.com/w/200/h/200,,#EF809F,,German bank transfer; acquired by Klarna
220,Sezzle,Sezzle,Sezzle Inc.,wallet,bnpl,United States,North America,USD,sezzle.com,https://logo.clearbit.com/sezzle.com,https://cdn.brandfetch.io/sezzle.com/w/200/h/200,,#392558,,BNPL
221,Zip,Zip,Zip Co,wallet,bnpl,Australia,Oceania,AUD,zip.co,https://logo.clearbit.com/zip.co,https://cdn.brandfetch.io/zip.co/w/200/h/200,,#1A0826,,BNPL; formerly Quadpay
222,TouchNGo,Touch 'n Go eWallet,Touch 'n Go eWallet,wallet,mobile_payment,Malaysia,Southeast Asia,MYR,tngdigital.com.my,https://logo.clearbit.com/tngdigital.com.my,https://cdn.brandfetch.io/tngdigital.com.my/w/200/h/200,,#00AEF0,,Malaysia's most popular e-wallet
223,Boost,Boost,Boost,wallet,mobile_payment,Malaysia,Southeast Asia,MYR,myboost.com.my,https://logo.clearbit.com/myboost.com.my,https://cdn.brandfetch.io/myboost.com.my/w/200/h/200,,#FF4040,,Axiata subsidiary
224,ShopeePay,ShopeePay,ShopeePay,wallet,mobile_payment,Malaysia,Southeast Asia,MYR,shopee.com.my,https://logo.clearbit.com/shopee.com.my,https://cdn.brandfetch.io/shopee.com.my/w/200/h/200,,#EE4D2D,,Sea Group; tied to Shopee
225,BigPay,BigPay,BigPay,wallet,neobank,Malaysia,Southeast Asia,MYR,bigpayme.com,https://logo.clearbit.com/bigpayme.com,https://cdn.brandfetch.io/bigpayme.com/w/200/h/200,,#EB5757,,AirAsia Group fintech
